"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"Inca1",15.5123539034956,-0.012360368287297,0.506214506012644,-0.0244172542281676,0.980519785544835,0.999829069205013,"Inca1"
"Incenp",1253.49997679852,-0.286704086624846,0.133813716615693,-2.14256127006955,0.0321483438842534,0.808646715024501,"Incenp"
"Inf2",5100.58802315708,-0.079864682537801,0.124069126387723,-0.64371117024085,0.519762745133261,0.999048057875334,"Inf2"
"Ing1",935.726811075009,-0.0750928690140636,0.122002877994301,-0.615500800051381,0.538224041121625,0.999829069205013,"Ing1"
"Ing2",356.746405251319,0.0667204218081852,0.161665790550629,0.412705876617047,0.679822118760907,0.999829069205013,"Ing2"
"Ing3",438.337565114439,0.146894820113778,0.224931525894891,0.653064613905748,0.513714623879929,0.998499461675996,"Ing3"
"Ing4",1296.03153802188,0.113332824558733,0.127411777319901,0.889500381696903,0.373734218164886,0.974979859025321,"Ing4"
"Ing5",648.277783422298,0.0480050819665113,0.115145332012693,0.416908624321995,0.676745245096816,0.999829069205013,"Ing5"
"Inha",44.0026988660925,-0.547921394520586,0.445985875473223,-1.22856221385756,0.219235990007581,0.945441890824722,"Inha"
"Inhba",2577.696105549,0.0277981538745543,0.743940711008729,0.0373660877314565,0.97019311184746,0.999829069205013,"Inhba"
"Inhbb",1019.28920907269,-0.431285013565803,0.45709550747551,-0.943533695939704,0.345407988371509,0.974625017368486,"Inhbb"
"Inhbc",0.575109293390682,2.09635615507664,6.0889252001999,0.344290016078342,0.730628191884018,0.999829069205013,"Inhbc"
"Inhbe",1.76453432087862,-0.81172396353548,2.55824070192569,-0.317297728444576,0.751017700823738,0.999829069205013,"Inhbe"
"Inip",705.908529445788,0.0162731595352914,0.141471820548163,0.115027568545011,0.908423270534715,0.999829069205013,"Inip"
"Inka1",117.792933279465,-0.523271631547291,0.435726905706204,-1.20091650227382,0.229783592233644,0.949940950281873,"Inka1"
"Inka2",101.78477594058,-0.495453652978575,0.341460686119536,-1.45098300659166,0.146784592200264,0.911585747946439,"Inka2"
"Inmt",4.6961890334665,-0.0378811753528685,2.44527019842512,-0.0154916112653996,0.987639976931718,0.999829069205013,"Inmt"
"Ino80",1365.10677305126,0.25115830467358,0.122988501034704,2.04212834989109,0.041138801403429,0.832816425950642,"Ino80"
"Ino80b",396.280671336825,-0.101807089667373,0.132315014045175,-0.769429610101642,0.441638316283679,0.985338363665899,"Ino80b"
"Ino80c",1373.4222247361,0.27887784733365,0.224239340940099,1.24366155450014,0.213624151169396,0.943015606753297,"Ino80c"
